property_type,society,sector,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Price_in_Crore,price,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,apna enclave,sector 3,7692.0,Carpet area: 650 (60.39 sq.m.),650.0,2,2,1,1.0,West,Old Property,0.5,,,,650.0,0,0,0,0,0,2,37
house,independent,sheetla colony,7701.0,Plot area 101(84.45 sq.m.),909.0,2,2,0,1.0,North-East,Moderately Old,,0.7,,909.0,,0,0,0,0,0,2,46
house,not applicable,sector 4,14167.0,Plot area 40(33.45 sq.m.),360.0,4,4,3,4.0,,New Property,,0.51,,360.0,,0,0,0,0,0,0,0
flat,alpha corp gurgaonone,sector 84,6692.0,Super Built up area 1270(117.99 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),1270.0,2,2,3,6.0,West,Relatively New,0.85,,,,1050.0,0,0,0,0,0,2,28
flat,mapsko casa bella,sector 82,5443.0,Super Built up area 2535(235.51 sq.m.),2535.0,4,5,3+,20.0,South-West,Relatively New,1.38,,2535.0,,,0,1,0,0,0,0,79
flat,unitech sunbreeze,sector 69,5500.0,Super Built up area 1337(124.21 sq.m.),1337.0,3,3,1,10.0,,Under Construction,0.7353000000000001,,1337.0,,,0,1,0,0,0,0,60
house,independent,sector 105,3857.0,Built Up area: 3500 (325.16 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),3500.0,5,3,3,3.0,East,Undefined,,1.35,,3500.0,2500.0,0,0,0,0,0,0,0
flat,afnhb jalvayu vihar,sector 30,11153.0,Built Up area: 1300 (120.77 sq.m.)Carpet area: 1090 sq.ft. (101.26 sq.m.),1300.0,3,2,2,2.0,North,Old Property,1.45,,,1300.0,1090.0,0,0,0,0,0,1,75
flat,shree vardhman victoria,sector 70,8205.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),2133.0,3,5,3,7.0,,New Property,1.75,,,,1161.0,0,1,0,1,0,0,37
house,independent,sector 50,32593.0,Plot area 360(301.01 sq.m.),3240.0,5,5,3,3.0,,Moderately Old,,10.56,,3240.0,,0,1,0,0,0,0,20
flat,unitech heritage city,heritage city,14500.0,Carpet area: 2500 (232.26 sq.m.),2503.0,3,3,1,11.0,,Old Property,3.63,,,,2500.0,0,1,1,0,0,0,69
flat,vatika sovereign park,sector 99,9922.0,Built Up area: 3225 (299.61 sq.m.),3225.0,4,4,0,5.0,North-East,Under Construction,3.2,,,3225.0,,0,0,0,0,0,0,23
flat,adani m2k oyster grande,sector 102,9305.0,Super Built up area 2579(239.6 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),2579.0,3,4,3+,3.0,North-East,Relatively New,2.4,,,,2100.0,1,0,0,0,0,2,49
house,independent,sector 55,20741.0,Plot area 300(250.84 sq.m.),2700.0,6,4,3,3.0,East,Old Property,,5.6,,2700.0,,0,1,0,0,0,2,41
house,independent,g block dlf city phase 1,30556.0,Plot area 200(167.23 sq.m.),1833.0,4,3,3+,3.0,South-West,Moderately Old,,5.6,,1800.0,,0,0,0,0,0,0,33
flat,vipul world,sector 48,9482.0,Carpet area: 1450 (134.71 sq.m.),1455.0,3,3,1,2.0,,Relatively New,1.38,,,,1450.0,0,0,0,0,0,0,60
flat,adani m2k oyster grande,sector 102,7817.0,Super Built up area 3198(297.1 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2350 sq.ft. (218.32 sq.m.),3198.0,4,5,3+,10.0,North-East,Relatively New,2.5,,,2600.0,2350.0,0,1,0,1,0,2,174
flat,signature global solera,sector 107,7751.0,Carpet area: 645 (59.92 sq.m.),645.0,3,2,2,6.0,North-East,Relatively New,0.5,,,,645.0,0,0,0,0,1,0,49
house,nirvana cedar crest,sector 50,8866.0,Plot area 4500(418.06 sq.m.),4500.0,4,5,3+,4.0,North-East,New Property,,3.99,,4500.0,,0,1,0,1,0,2,112
house,independent,sector 28,33951.0,Plot area 360(301.01 sq.m.),3240.0,13,13,3+,3.0,East,Relatively New,,11.0,,3240.0,,1,1,0,1,0,1,122
flat,signature global city,sector 37d,11724.0,Carpet area: 580 (53.88 sq.m.),580.0,2,2,3,9.0,,New Property,0.68,,,,580.0,0,0,0,0,1,0,58
house,independent,sector 37d,13157.0,Plot area 1900(176.52 sq.m.),1900.0,5,5,3+,2.0,,Relatively New,,2.5,,1900.0,,0,0,0,0,0,0,0
house,international city by sobha phase 2,sector 109,10035.0,Plot area 692(578.6 sq.m.),6228.0,5,7,3+,3.0,North-East,Relatively New,,6.25,,6228.0,,1,1,1,1,0,0,147
flat,essel towers,sector 14,12500.0,Carpet area: 1760 (163.51 sq.m.),1760.0,3,4,3+,3.0,North-West,Undefined,2.2,,,,1760.0,0,0,0,0,0,0,0
flat,experion windchants,sector 112,13888.0,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),1800.0,2,2,3,10.0,East,Relatively New,2.5,,,1939.03,1800.0,1,0,0,1,0,2,174
flat,ansal heights 86,sector 86,5735.0,Super Built up area 1360(126.35 sq.m.),1360.0,2,2,1,8.0,East,New Property,0.78,,1360.0,,,0,0,0,0,0,0,67
flat,adani m2k oyster grande,sector 102,9105.0,Super Built up area 1889(175.49 sq.m.),2087.0,3,4,3,8.0,North-East,Relatively New,1.9,,1889.0,,,0,1,0,0,0,0,165
flat,satya element one,sector 49,11111.0,Built Up area: 720 (66.89 sq.m.),720.0,1,1,1,0.0,,Undefined,0.8,,,720.0,,0,0,0,0,0,0,0
house,independent,sector 7,13889.0,Plot area 120(100.34 sq.m.),1116.0,2,2,2,1.0,East,Moderately Old,,1.55,,1080.0,,0,0,0,0,0,2,52
flat,ireo the corridors,sector 67a,9380.0,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),1727.0,3,3,2,4.0,North,New Property,1.62,,,,1017.0,0,0,1,0,0,2,142
flat,pareena mi casa,sector 68,9236.0,Super Built up area 1245(115.66 sq.m.),1245.0,2,2,3,8.0,East,New Property,1.15,,1245.0,,,0,0,0,0,0,0,49
flat,eldeco accolade,sohna road,6136.0,Carpet area: 2200 (204.39 sq.m.),2200.0,3,3,3,2.0,,New Property,1.35,,,,2200.0,0,1,0,0,0,0,72
flat,sare green parc phase 3,sector 92,4856.0,Super Built up area 1956(181.72 sq.m.),1956.0,4,3,3,4.0,North,Moderately Old,0.95,,1956.0,,,0,0,0,0,0,0,67
flat,tulip violet,sector 69,8411.0,Super Built up area 1568(145.67 sq.m.),1569.0,3,3,1,12.0,South-West,Relatively New,1.32,,1568.0,,,0,0,0,1,0,2,86
flat,essel tower,sector 28,12500.0,Carpet area: 1760 (163.51 sq.m.),1760.0,3,4,3+,3.0,,Moderately Old,2.2,,,,1760.0,0,1,0,0,0,1,0
house,emaar mgf marbella,sector 66,21251.0,Plot area 5605(520.72 sq.m.)Built Up area: 5200 sq.ft. (483.1 sq.m.)Carpet area: 4235 sq.ft. (393.44 sq.m.),4235.0,4,4,3+,,South-West,Relatively New,,9.0,,5200.0,4235.0,0,1,1,1,0,2,114
flat,signature global city 37d ph 2,sector 37d,8846.0,Built Up area: 1535 (142.61 sq.m.),1537.0,3,3,3,1.0,North-East,Under Construction,1.36,,,1535.0,,0,0,0,1,1,0,37
house,emaar emerald hills,sector 65,34722.0,Plot area 400(334.45 sq.m.),3600.0,4,4,3+,2.0,East,Relatively New,,12.5,,3600.0,,1,1,0,0,0,0,56
flat,emaar gurgaon greens,sector 102,8484.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1650.0,3,3,3,9.0,South-West,Relatively New,1.4,,,,1200.0,0,1,0,0,0,0,49
flat,vipul lavanya,sector 81,5261.0,Carpet area: 1225 (113.81 sq.m.),1225.0,2,2,3,12.0,East,Relatively New,0.6445000000000001,,,,1225.0,0,0,0,0,0,2,93
flat,tulip violet,sector 69,10139.0,Super Built up area 1578(146.6 sq.m.),1578.0,3,3,2,0.0,North-West,Relatively New,1.6,,1578.0,,,0,0,0,1,0,0,166
house,independent,sohna road  road,7479.0,Built Up area: 2674 (248.42 sq.m.),2674.0,4,3,0,1.0,North,Undefined,,2.0,,2674.0,,0,0,0,0,0,0,0
flat,sahara grace,sector 28,12420.0,Super Built up area 3462.01(321.63 sq.m.),3462.0,3,4,3,5.0,,Old Property,4.3,,3462.01,,,0,1,1,0,0,0,24
flat,dlf park place,sector 54,25866.0,Super Built up area 1875(174.19 sq.m.),1875.0,3,4,3+,25.0,South-East,Relatively New,4.85,,1875.0,,,0,1,0,0,0,2,26
flat,tata primanti,sector 72,19285.0,Super Built up area 4250(394.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),3500.0,4,4,3+,0.0,North-East,New Property,6.75,,,4000.0,3500.0,0,1,0,0,0,2,174
house,independent,sector 26,27778.0,Plot area 270(225.75 sq.m.),2430.0,3,3,3,2.0,North-East,Moderately Old,,6.75,,2430.0,,0,0,0,0,0,0,27
flat,m3m woodshire,sector 107,6227.0,Super Built up area 1943(180.51 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1943.0,3,3,3,7.0,East,Moderately Old,1.21,,,,1500.0,0,0,0,0,0,2,126
flat,breeze global heights,sector 33,6421.0,Built Up area: 623 (57.88 sq.m.)Carpet area: 599 sq.ft. (55.65 sq.m.),623.0,2,2,2,4.0,,Undefined,0.4,,,623.0,599.0,0,0,0,0,0,0,0
flat,eldeco accolade,sohna road,6530.0,Super Built up area 1751(162.67 sq.m.)Carpet area: 1062 sq.ft. (98.66 sq.m.),1746.0,3,3,3+,4.0,East,Relatively New,1.14,,,,1062.0,0,0,0,0,0,0,157
flat,bptp astaire gardens,sector 70a,7058.0,Super Built up area 1700(157.94 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.),1700.0,3,3,3+,2.0,,Relatively New,1.2,,,1450.0,,0,0,0,0,0,1,38
flat,lotus homz,sector 111,8450.0,Carpet area: 710 (65.96 sq.m.),710.0,2,2,3,9.0,East,New Property,0.6,,,,710.0,0,0,0,0,0,0,52
house,unitech aspen greens,sector 50,4490.0,Plot area 240(200.67 sq.m.)Built Up area: 2160 sq.yards (1806.04 sq.m.)Carpet area: 1720 sq.yards (1438.14 sq.m.),15479.0,3,3,1,2.0,North-East,Moderately Old,,6.95,,2160.0,1720.0,0,1,0,0,0,0,160
house,independent,sector 6,11574.0,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),1080.0,5,5,1,2.0,South,New Property,,1.25,,120.0,,0,0,0,1,0,0,0
house,independent,sector 67,8642.0,Carpet area: 180 (150.5 sq.m.),1736.0,5,3,2,2.0,,New Property,,1.5,,,180.0,0,0,0,0,0,0,0
flat,m3m heights,sector 65,15980.0,Carpet area: 1433 (133.13 sq.m.),1433.0,2,2,3,8.0,,Under Construction,2.29,,,,1433.0,1,0,0,0,0,0,15
house,independent,sector 2,23442.0,Plot area 173(144.65 sq.m.),1557.0,9,9,3+,3.0,West,New Property,,3.65,,1557.0,,0,1,0,1,0,2,116
house,independent,sector 23,17706.0,Plot area 342(285.96 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),3191.0,7,7,3+,2.0,West,Moderately Old,,5.65,,5000.0,4000.0,0,1,0,1,0,0,68
flat,ansals highland park,dwarka expressway,6185.0,Built Up area: 1940 (180.23 sq.m.),1940.0,3,3,3+,4.0,,Under Construction,1.2,,,1940.0,,0,1,0,0,0,0,0
flat,breez global heights,sohna road,4842.0,Super Built up area 950(88.26 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),950.0,2,2,2,4.0,North-East,Relatively New,0.46,,,800.0,700.0,0,0,0,0,0,1,93
flat,signature global park,sohna road,7907.0,Carpet area: 822 (76.37 sq.m.),822.0,2,1,2,3.0,,New Property,0.65,,,,822.0,0,0,0,0,0,0,87
flat,vatika xpressions,sector 88b,7360.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),1250.0,2,2,2,3.0,North,Relatively New,0.92,,,1300.0,1250.0,0,0,0,1,0,0,174
house,private house,sector 55,46906.0,Plot area 167(139.63 sq.m.),1503.0,18,18,3+,4.0,North-East,Relatively New,,7.05,,1503.0,,0,0,0,0,1,1,57
flat,godrej oasis,sector 88a,7268.0,Carpet area: 1307 (121.42 sq.m.),1307.0,2,2,2,6.0,North-West,Relatively New,0.95,,,,1307.0,0,0,0,0,0,0,79
flat,m3m the marina,sector 68,8095.0,Super Built up area 1260(117.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),1260.0,2,2,2,11.0,North-East,Relatively New,1.02,,,1250.0,800.0,0,0,0,0,1,2,49
house,independent,sector 67,11904.0,Carpet area: 2520 (234.12 sq.m.),2520.0,4,4,0,3.0,North-East,Undefined,,3.0,,,2520.0,0,0,0,0,0,0,0
flat,m3m heights,sector 65,13991.0,Built Up area: 1358 (126.16 sq.m.),1358.0,2,2,2,40.0,,Undefined,1.9,,,1358.0,,0,0,0,0,0,0,48
flat,shree shyam residency,block a sector 21,5000.0,Carpet area: 460 (42.74 sq.m.),460.0,1,1,1,2.0,South,Relatively New,0.23,,,,460.0,0,0,0,0,0,0,9
flat,cghs airport apartment,sector 47,6000.0,Super Built up area 3000(278.71 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),3000.0,4,4,3+,4.0,North-West,Moderately Old,1.8,,,,2700.0,0,0,1,0,0,2,120
flat,milan cghs 9,sector 39,8333.0,Built Up area: 2400 (222.97 sq.m.),2400.0,3,3,3+,0.0,,Undefined,2.0,,,2400.0,,0,0,0,0,0,0,0
flat,la vida by tata housing,sector 113,13989.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1090 sq.ft. (101.26 sq.m.)Carpet area: 965 sq.ft. (89.65 sq.m.),965.0,2,2,3,10.0,North-East,New Property,1.35,,,1090.0,965.0,0,0,0,0,0,0,174
house,independent,sector 15 part 2,12393.0,Plot area 130(108.7 sq.m.)Built Up area: 130 sq.yards (108.7 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),1170.0,4,4,2,2.0,North,Old Property,,1.45,,130.0,100.0,0,0,0,0,1,0,13
flat,unitech heritage city,sector 14,13108.0,Built Up area: 3250 (301.93 sq.m.),3250.0,4,4,0,9.0,,Undefined,4.26,,,3250.0,,0,0,0,0,0,0,0
flat,avl 36 gurgaon,sector 36a,8333.0,Built Up area: 600 (55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),600.0,1,1,1,5.0,,Undefined,0.5,,,600.0,500.0,0,0,0,0,0,0,0
flat,sbtl caladium,sector 109,6679.0,Super Built up area 2545(236.44 sq.m.),2545.0,3,3,3+,9.0,North-East,Relatively New,1.7,,2545.0,,,0,1,0,0,0,0,159
flat,smart world gems,sector 89,7796.0,Super Built up area 1103(102.47 sq.m.),1103.0,2,3,3,4.0,,Under Construction,0.86,,1103.0,,,0,0,0,0,0,0,45
flat,signature global park,sohna road,7355.0,Carpet area: 745 (69.21 sq.m.),745.0,2,2,3,4.0,East,New Property,0.5479999999999999,,,,745.0,0,0,0,0,0,0,80
flat,radhakrishna society,sector 23,5000.0,Super Built up area 1100(102.19 sq.m.),1100.0,2,2,1,1.0,West,Moderately Old,0.55,,1100.0,,,0,0,0,0,0,2,29
flat,aipl peaceful homes,sector 70a,12791.0,Built Up area: 2150 (199.74 sq.m.),2150.0,3,3,3+,14.0,North-East,Undefined,2.75,,,2150.0,,0,0,0,0,0,0,0
flat,park royal apartment,sector 56,9024.0,Carpet area: 2050 (190.45 sq.m.),2050.0,3,4,3,7.0,,Old Property,1.85,,,,2050.0,0,1,0,0,0,0,72
flat,paras dews,sector 106,6000.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),1900.0,3,4,3,8.0,South,Relatively New,1.14,,,1305.0,1173.0,1,1,0,0,0,0,49
flat,bestech park view residency,sector 2,7865.0,Super Built up area 1780(165.37 sq.m.),1780.0,3,3,3+,6.0,North,Old Property,1.4,,1780.0,,,0,0,0,0,0,1,107
flat,eldeco accolade,sohna road,5607.0,Super Built up area 1275(118.45 sq.m.),1275.0,2,2,3,10.0,North-East,Relatively New,0.715,,1275.0,,,0,0,0,0,0,0,159
flat,ild grand,sector 37c,5038.0,Built Up area: 1310 (121.7 sq.m.),1310.0,2,2,3+,14.0,,Undefined,0.66,,,1310.0,,0,0,0,0,0,0,60
house,rajendra park gurgaon,sector 105,10277.0,Plot area 360(33.45 sq.m.),360.0,4,3,2,3.0,East,Relatively New,,0.37,,360.0,,0,0,0,0,0,0,0
house,independent,saraswati enclave,8333.0,Plot area 540(50.17 sq.m.),540.0,4,2,1,2.0,,Relatively New,,0.45,,540.0,,0,0,0,0,0,0,0
flat,antriksh heights,sector 84,4458.0,Super Built up area 1200(111.48 sq.m.),1200.0,2,2,3+,17.0,North-West,Relatively New,0.535,,1200.0,,,0,0,0,0,0,0,81
flat,indiabulls enigma,sector 110,10588.0,Super Built up area 3400(315.87 sq.m.),3400.0,4,5,3,7.0,North,Relatively New,3.6,,3400.0,,,0,1,0,0,0,0,165
house,dlf city plots,sector 26,29880.0,Plot area 502(419.74 sq.m.),4518.0,5,5,3,2.0,East,Old Property,,13.5,,4518.0,,1,1,1,1,0,2,110
flat,shree balaji appartment,sector 33,5000.0,Super Built up area 800(74.32 sq.m.),800.0,2,2,2,1.0,,Relatively New,0.4,,800.0,,,0,0,0,0,0,1,0
flat,la vida by tata housing,sector 113,10825.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1940 sq.ft. (180.23 sq.m.)Carpet area: 1730 sq.ft. (160.72 sq.m.),2217.0,3,4,3+,5.0,North-East,Relatively New,2.4,,,1940.0,1730.0,0,1,0,0,0,0,49
flat,sare petioles,sector 92,6373.0,Built Up area: 2040 (189.52 sq.m.),2040.0,4,4,0,7.0,,Undefined,1.3,,,2040.0,,0,0,0,0,0,0,0
house,"bhim nagar, sector 6",bhim nagar,126865.0,Plot area 67(6.22 sq.m.),67.0,5,2,2,1.0,,Old Property,,0.85,,67.0,,0,0,0,1,0,0,29
flat,gls arawali homes,sohna road,5291.0,Super Built up area 567(52.68 sq.m.)Carpet area: 467 sq.ft. (43.39 sq.m.),567.0,2,2,2,10.0,,Relatively New,0.3,,,,467.0,0,0,0,0,0,0,42
flat,emaar digihomes,sector 62,13925.0,Super Built up area 1508(140.1 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1508.0,2,2,3,12.0,North-East,New Property,2.1,,,1500.0,1200.0,0,0,0,0,1,2,49
flat,mvn athens,sohna road,4258.0,Built Up area: 587 (54.53 sq.m.),587.0,2,2,1,0.0,,Relatively New,0.25,,,587.0,,0,0,0,0,0,0,38
house,eros rosewood villas,sector 49,13513.0,Plot area 1530(142.14 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),1850.0,3,3,2,2.0,East,Moderately Old,,2.5,,1900.0,1850.0,0,0,1,1,0,0,59
flat,parsvnath exotica,sector 53,17241.0,Carpet area: 2900 (269.42 sq.m.),2900.0,3,4,3,7.0,,Old Property,5.0,,,,2900.0,0,1,0,0,0,2,24
flat,vatika gurgaon,sector 83,6574.0,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1445.0,2,2,3,5.0,South,Relatively New,0.95,,,1300.0,1200.0,0,0,0,0,0,2,96
flat,ss the leaf,sector 85,7317.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),1640.0,2,2,3+,14.0,East,Relatively New,1.2,,,,1148.0,0,0,1,0,0,0,141
flat,smart world orchard,sector 61,14800.0,Carpet area: 1250 (116.13 sq.m.),1250.0,2,2,2,3.0,,New Property,1.85,,,,1250.0,0,0,0,0,0,0,44
flat,dlf regal gardens,sector 90,8116.0,Super Built up area 1702(158.12 sq.m.)Built Up area: 1640 sq.ft. (152.36 sq.m.)Carpet area: 1540 sq.ft. (143.07 sq.m.),1540.0,3,3,3,8.0,South-East,Relatively New,1.25,,,1640.0,1540.0,0,0,0,1,0,0,158
flat,emaar palm heights,sector 77,11250.0,Super Built up area 2000(185.81 sq.m.),2000.0,3,3,3,22.0,,New Property,2.25,,2000.0,,,0,1,0,0,0,2,42
house,independent,hira nagar,9722.0,Built Up area: 1080 (100.34 sq.m.),1080.0,3,2,0,1.0,,Undefined,,1.05,,1080.0,,0,0,0,0,0,0,0
flat,raheja vedaanta,sector 108,4080.0,Super Built up area 1838(170.76 sq.m.),1961.0,3,3,3,9.0,North-East,Relatively New,0.8,,1838.0,,,0,0,0,1,0,0,174
flat,experion the heartsong,sector 108,8240.0,Built Up area: 2779 (258.18 sq.m.),2779.0,4,5,3+,8.0,South,Relatively New,2.29,,,2779.0,,0,1,0,0,0,0,95
flat,godrej,sector 79,8453.0,Carpet area: 2366 (219.81 sq.m.),2366.0,3,4,3+,2.0,North-East,Relatively New,2.0,,,,2366.0,0,1,0,0,0,2,156
house,independent,sector 25,8000.0,Carpet area: 10000 (929.03 sq.m.),10000.0,3,9,2,3.0,,New Property,,8.0,,,10000.0,0,0,0,0,0,0,0
flat,alpha corp gurgaonone,sector 84,7586.0,Carpet area: 2900 (269.42 sq.m.),2900.0,4,4,3,10.0,South,Relatively New,2.2,,,,2900.0,0,1,0,0,0,0,21
house,independent,sector 10a,17955.0,Built Up area: 2367 (219.9 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2367.0,4,3,2,1.0,North-East,Undefined,,4.25,,2367.0,1800.0,0,0,0,0,0,0,0
flat,eden landmark,manesar,3847.0,Built Up area: 1300 (120.77 sq.m.),1300.0,2,2,0,7.0,,Under Construction,0.5,,,1300.0,,0,0,0,0,0,0,0
house,dlf new town heights,sector 86,7827.0,Plot area 3194(296.73 sq.m.),3194.0,4,5,3+,4.0,West,Moderately Old,,2.5,,3194.0,,0,1,0,1,1,2,49
flat,paras dews,sector 106,7220.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),1385.0,2,2,3+,2.0,North-East,New Property,1.0,,,940.0,845.0,0,0,0,0,0,2,21
house,independent,sector 26,39841.0,Plot area 502(419.74 sq.m.),4518.0,5,4,3+,4.0,North,Moderately Old,,18.0,,4518.0,,1,1,1,1,0,2,113
flat,bestech altura,sector 79,12500.0,Super Built up area 2150(199.74 sq.m.),2152.0,3,4,3+,3.0,,New Property,2.69,,2150.0,,,0,1,0,0,0,0,49
house,independent,sector 14,16600.0,Plot area 502(419.74 sq.m.),4518.0,3,3,2,1.0,West,Old Property,,7.5,,4518.0,,1,1,0,1,0,2,27
flat,vatika gurgaon,sector 83,6746.0,Super Built up area 1245(115.66 sq.m.),1245.0,2,2,2,7.0,East,Moderately Old,0.84,,1245.0,,,0,0,0,0,0,2,157
flat,dlf the ultima,sector 81,10755.0,Super Built up area 2092(194.35 sq.m.)Built Up area: 2090 sq.ft. (194.17 sq.m.)Carpet area: 2087 sq.ft. (193.89 sq.m.),2092.0,3,4,3+,11.0,West,Relatively New,2.25,,,2090.0,2087.0,0,1,0,0,0,1,174
flat,ss the leaf,sector 85,10924.0,Super Built up area 2812(261.24 sq.m.)Carpet area: 1968 sq.ft. (182.83 sq.m.),1968.0,4,5,3+,6.0,South,Relatively New,2.15,,,,1968.0,0,1,0,0,0,0,156
house,independent,sector 4,8444.0,Plot area 250(209.03 sq.m.)Carpet area: 190 sq.yards (158.86 sq.m.),2250.0,4,3,2,2.0,North-East,Moderately Old,,1.9,,,190.0,0,0,1,1,0,2,46
flat,m3m woodshire,sector 107,8835.0,Super Built up area 1943(180.51 sq.m.)Carpet area: 1460 sq.ft. (135.64 sq.m.),1460.0,3,3,3+,1.0,East,Relatively New,1.29,,,,1460.0,0,0,0,1,0,2,174
flat,emaar mgf emerald floors premier,sector 65,16206.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1450.0,3,3,3,2.0,South-East,Relatively New,2.35,,,1500.0,1450.0,1,1,0,0,0,2,64
flat,emaar mgf emerald floors premier,sector 65,17721.0,Super Built up area 1975(183.48 sq.m.),1975.0,4,4,3,4.0,East,Relatively New,3.5,,1975.0,,,0,1,0,0,0,2,114
flat,ild greens,sector 37c,4320.0,Super Built up area 1875(174.19 sq.m.),2315.0,3,3,3+,5.0,North,Under Construction,1.0,,1875.0,,,0,0,0,0,0,0,51
flat,signature global park,sohna road,6326.0,Carpet area: 822 (76.37 sq.m.),822.0,2,2,2,3.0,North-West,Relatively New,0.52,,,,822.0,0,0,0,1,0,0,161
flat,shree vardhman flora,sector 90,5000.0,Super Built up area 1300(120.77 sq.m.),1300.0,2,2,2,12.0,East,Old Property,0.65,,1300.0,,,1,0,0,0,0,0,103
house,independent,sector 9b,8000.0,Built Up area: 450 (41.81 sq.m.),450.0,1,1,0,1.0,,Undefined,,0.36,,450.0,,0,0,0,0,0,0,0
flat,ats triumph,sector 104,8733.0,Super Built up area 2290(212.75 sq.m.),2290.0,3,4,3+,4.0,,Relatively New,2.0,,2290.0,,,0,1,0,0,0,0,60
flat,umang winter hills,sector 77,5305.0,Super Built up area 1342(124.68 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),1342.0,2,2,2,6.0,North-West,Relatively New,0.7120000000000001,,,,810.0,1,0,0,0,0,0,108
flat,mapsko mount ville,sector 79,8724.0,Super Built up area 1490(138.43 sq.m.)Built Up area: 1176 sq.ft. (109.25 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),1490.0,3,3,3,19.0,East,Relatively New,1.3,,,1176.0,863.91,0,0,1,0,0,2,102
flat,shri banke bihari society,sector 56,9642.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,3,3,3+,4.0,,Old Property,1.35,,,1450.0,1400.0,0,0,0,0,1,2,174
flat,krisumi waterfall residences,sector 36a,15551.0,Built Up area: 1479 (137.4 sq.m.),1479.0,2,2,2,23.0,,Undefined,2.3,,,1479.0,,0,0,0,0,0,0,58
house,independent,west sector 13,6944.0,Plot area 360(301.01 sq.m.),3240.0,36,36,2,3.0,East,Moderately Old,,2.25,,3240.0,,0,1,0,0,0,0,7
flat,apartment,sector 92,4687.0,Carpet area: 1600 (148.64 sq.m.),1600.0,3,4,3,2.0,East,Moderately Old,0.75,,,,1600.0,1,0,0,0,0,0,113
flat,vatika the seven lamps,sector 82,6597.0,Super Built up area 2425(225.29 sq.m.),2425.0,4,5,3+,8.0,South-West,Relatively New,1.6,,2425.0,,,0,1,0,0,0,0,133
house,vipul tatvam villa,sector 48,23148.0,Plot area 360(301.01 sq.m.),3370.0,4,4,3+,2.0,North-East,Relatively New,,7.8,,3240.0,,1,1,1,1,0,2,145
